Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
TSU,51.0,0 days 00:02:07.055000,11.0,0 days 02:44:16.882000,0 days 00:00:45.712000,0 days 00:00:26.251000,0 days 00:00:55.092000
TSU,52.0,0 days 00:01:37.809000,11.0,0 days 02:45:54.691000,0 days 00:00:35.918000,0 days 00:00:19.545000,0 days 00:00:42.346000
TSU,53.0,0 days 00:01:34.836000,12.0,0 days 02:47:29.527000,0 days 00:00:34.723000,0 days 00:00:19.010000,0 days 00:00:41.103000
TSU,54.0,0 days 00:01:32.363000,12.0,0 days 02:49:01.890000,0 days 00:00:32.730000,0 days 00:00:18.917000,0 days 00:00:40.716000
TSU,55.0,0 days 00:01:31.891000,12.0,0 days 02:50:33.781000,0 days 00:00:32.220000,0 days 00:00:18.926000,0 days 00:00:40.745000
TSU,56.0,0 days 00:01:31.524000,12.0,0 days 02:52:05.305000,0 days 00:00:32.151000,0 days 00:00:18.970000,0 days 00:00:40.403000
TSU,57.0,0 days 00:01:31.511000,12.0,0 days 02:53:36.816000,0 days 00:00:31.959000,0 days 00:00:19.035000,0 days 00:00:40.517000
ALB,1.0,0 days 00:02:12.195000,10.0,0 days 01:13:12.809000,,0 days 00:00:21.334000,0 days 00:01:05.027000
ALB,2.0,,7.0,0 days 01:16:01.755000,0 days 00:00:54.638000,0 days 00:00:35.482000,0 days 00:01:18.744000
ALB,3.0,,7.0,0 days 01:18:45.336000,0 days 00:00:51.460000,0 days 00:00:35.308000,0 days 00:01:16.855000
ALB,4.0,,7.0,0 days 01:21:19.555000,0 days 00:00:50.009000,0 days 00:00:33.111000,0 days 00:01:11.161000
ALB,5.0,0 days 00:02:22.084000,7.0,0 days 01:23:41.639000,0 days 00:00:51.338000,0 days 00:00:30.169000,0 days 00:01:00.577000
ALB,6.0,0 days 00:02:19.612000,7.0,0 days 01:26:01.251000,0 days 00:00:44.267000,0 days 00:00:34.013000,0 days 00:01:01.332000
ALB,7.0,0 days 00:02:09.065000,7.0,0 days 01:28:10.316000,0 days 00:00:43.840000,0 days 00:00:29.976000,0 days 00:00:55.249000
ALB,8.0,0 days 00:01:38.281000,7.0,0 days 01:29:48.597000,0 days 00:00:35.515000,0 days 00:00:20.233000,0 days 00:00:42.533000
ALB,9.0,0 days 00:01:36.300000,7.0,0 days 01:31:24.897000,0 days 00:00:34.639000,0 days 00:00:19.865000,0 days 00:00:41.796000
ALB,10.0,0 days 00:01:34.494000,7.0,0 days 01:32:59.391000,0 days 00:00:33.776000,0 days 00:00:19.742000,0 days 00:00:40.976000
ALB,11.0,0 days 00:01:34.206000,7.0,0 days 01:34:33.597000,0 days 00:00:33.540000,0 days 00:00:19.704000,0 days 00:00:40.962000
ALB,12.0,0 days 00:01:33.713000,7.0,0 days 01:36:07.310000,0 days 00:00:33.608000,0 days 00:00:19.618000,0 days 00:00:40.487000
ALB,13.0,0 days 00:01:33.153000,7.0,0 days 01:37:40.463000,0 days 00:00:32.977000,0 days 00:00:19.626000,0 days 00:00:40.550000
ALB,14.0,0 days 00:01:32.717000,7.0,0 days 01:39:13.180000,0 days 00:00:32.616000,0 days 00:00:19.518000,0 days 00:00:40.583000
ALB,15.0,0 days 00:01:32.733000,7.0,0 days 01:40:45.913000,0 days 00:00:32.697000,0 days 00:00:19.708000,0 days 00:00:40.328000
ALB,16.0,0 days 00:01:32.464000,7.0,0 days 01:42:18.377000,0 days 00:00:32.739000,0 days 00:00:19.550000,0 days 00:00:40.175000
ALB,17.0,0 days 00:01:33.088000,7.0,0 days 01:43:51.465000,0 days 00:00:32.561000,0 days 00:00:19.584000,0 days 00:00:40.943000
ALB,18.0,0 days 00:01:32.981000,7.0,0 days 01:45:24.446000,0 days 00:00:32.835000,0 days 00:00:19.417000,0 days 00:00:40.729000
ALB,19.0,0 days 00:01:33.051000,7.0,0 days 01:46:57.497000,0 days 00:00:33.147000,0 days 00:00:19.406000,0 days 00:00:40.498000
ALB,20.0,0 days 00:01:32.356000,7.0,0 days 01:48:29.853000,0 days 00:00:32.781000,0 days 00:00:19.214000,0 days 00:00:40.361000
ALB,21.0,0 days 00:01:32.036000,7.0,0 days 01:50:01.889000,0 days 00:00:32.606000,0 days 00:00:19.344000,0 days 00:00:40.086000
ALB,22.0,0 days 00:01:32.053000,7.0,0 days 01:51:33.942000,0 days 00:00:32.520000,0 days 00:00:19.255000,0 days 00:00:40.278000
ALB,23.0,0 days 00:01:31.750000,7.0,0 days 01:53:05.692000,0 days 00:00:32.667000,0 days 00:00:19.169000,0 days 00:00:39.914000
ALB,24.0,0 days 00:01:31.868000,7.0,0 days 01:54:37.560000,0 days 00:00:32.559000,0 days 00:00:19.139000,0 days 00:00:40.170000
ALB,25.0,0 days 00:01:31.014000,7.0,0 days 01:56:08.574000,0 days 00:00:32.264000,0 days 00:00:19.137000,0 days 00:00:39.613000
ALB,26.0,0 days 00:01:31.309000,7.0,0 days 01:57:39.883000,0 days 00:00:32.562000,0 days 00:00:19.127000,0 days 00:00:39.620000
ALB,27.0,0 days 00:01:30.452000,7.0,0 days 01:59:10.335000,0 days 00:00:32.063000,0 days 00:00:19.107000,0 days 00:00:39.282000
ALB,28.0,0 days 00:01:30.332000,7.0,0 days 02:00:40.667000,0 days 00:00:32.112000,0 days 00:00:19.035000,0 days 00:00:39.185000
ALB,29.0,0 days 00:01:30.023000,7.0,0 days 02:02:10.690000,0 days 00:00:31.760000,0 days 00:00:19.016000,0 days 00:00:39.247000
ALB,30.0,0 days 00:01:29.628000,7.0,0 days 02:03:40.318000,0 days 00:00:31.511000,0 days 00:00:18.876000,0 days 00:00:39.241000
ALB,31.0,0 days 00:01:30.053000,7.0,0 days 02:05:10.371000,0 days 00:00:31.829000,0 days 00:00:19.026000,0 days 00:00:39.198000
ALB,32.0,0 days 00:01:30.186000,7.0,0 days 02:06:40.557000,0 days 00:00:32,0 days 00:00:19.029000,0 days 00:00:39.157000
ALB,33.0,0 days 00:01:50.179000,7.0,0 days 02:08:30.736000,0 days 00:00:31.780000,0 days 00:00:18.934000,0 days 00:00:59.465000
ALB,34.0,0 days 00:02:27.472000,7.0,0 days 02:10:58.208000,0 days 00:00:55.333000,0 days 00:00:43.059000,0 days 00:00:49.080000
ALB,35.0,0 days 00:01:42.979000,7.0,0 days 02:12:41.187000,0 days 00:00:35.361000,0 days 00:00:26.965000,0 days 00:00:40.653000
ALB,36.0,0 days 00:01:42.745000,7.0,0 days 02:14:23.932000,0 days 00:00:32.857000,0 days 00:00:31.340000,0 days 00:00:38.548000
ALB,37.0,0 days 00:02:07.286000,7.0,0 days 02:16:31.218000,0 days 00:00:33.338000,0 days 00:00:29.122000,0 days 00:01:04.826000
ALB,38.0,0 days 00:02:19.137000,7.0,0 days 02:18:50.355000,0 days 00:00:39.774000,0 days 00:00:40.390000,0 days 00:00:58.973000
ALB,39.0,0 days 00:02:12.043000,7.0,0 days 02:21:02.398000,0 days 00:00:40.189000,0 days 00:00:35.829000,0 days 00:00:56.025000
ALB,40.0,0 days 00:02:11.839000,7.0,0 days 02:23:14.237000,0 days 00:00:41.658000,0 days 00:00:34.413000,0 days 00:00:55.768000
ALB,41.0,0 days 00:02:07.143000,7.0,0 days 02:25:21.380000,0 days 00:00:42.976000,0 days 00:00:29.357000,0 days 00:00:54.810000
ALB,42.0,0 days 00:01:27.127000,7.0,0 days 02:26:48.507000,0 days 00:00:31.343000,0 days 00:00:18.776000,0 days 00:00:37.008000
ALB,43.0,0 days 00:01:24.597000,7.0,0 days 02:28:13.104000,0 days 00:00:29.496000,0 days 00:00:18.200000,0 days 00:00:36.901000
ALB,44.0,0 days 00:01:45.335000,9.0,0 days 02:29:58.439000,0 days 00:00:29.876000,0 days 00:00:18.171000,0 days 00:00:57.288000
ALB,45.0,0 days 00:01:36.573000,9.0,0 days 02:31:35.012000,0 days 00:00:37.246000,0 days 00:00:18.881000,0 days 00:00:40.446000
ALB,46.0,0 days 00:01:32.795000,7.0,0 days 02:33:07.807000,0 days 00:00:31.869000,0 days 00:00:18.953000,0 days 00:00:41.973000
ALB,47.0,0 days 00:02:05.490000,4.0,0 days 02:35:13.297000,0 days 00:00:35.865000,0 days 00:00:32.418000,0 days 00:00:57.207000
ALB,48.0,0 days 00:01:59.008000,4.0,0 days 02:37:12.305000,0 days 00:00:39.533000,0 days 00:00:21.649000,0 days 00:00:57.826000
ALB,49.0,0 days 00:02:24.662000,4.0,0 days 02:39:36.967000,0 days 00:00:51.770000,0 days 00:00:32.102000,0 days 00:01:00.790000
ALB,50.0,0 days 00:02:21.482000,4.0,0 days 02:41:58.449000,0 days 00:00:52.815000,0 days 00:00:31.260000,0 days 00:00:57.407000
ALB,51.0,0 days 00:02:13.177000,4.0,0 days 02:44:11.626000,0 days 00:00:47.246000,0 days 00:00:29.759000,0 days 00:00:56.172000
ALB,52.0,0 days 00:01:34.996000,4.0,0 days 02:45:46.622000,0 days 00:00:34.191000,0 days 00:00:19.708000,0 days 00:00:41.097000
ALB,53.0,0 days 00:01:31.917000,4.0,0 days 02:47:18.539000,0 days 00:00:32.586000,0 days 00:00:19.108000,0 days 00:00:40.223000
ALB,54.0,0 days 00:01:30.587000,4.0,0 days 02:48:49.126000,0 days 00:00:32.122000,0 days 00:00:19.072000,0 days 00:00:39.393000
ALB,55.0,0 days 00:01:30.301000,4.0,0 days 02:50:19.427000,0 days 00:00:31.820000,0 days 00:00:19.049000,0 days 00:00:39.432000
ALB,56.0,0 days 00:01:30.298000,5.0,0 days 02:51:49.725000,0 days 00:00:31.241000,0 days 00:00:18.867000,0 days 00:00:40.190000
ALB,57.0,0 days 00:01:29.944000,5.0,0 days 02:53:19.669000,0 days 00:00:31.494000,0 days 00:00:18.857000,0 days 00:00:39.593000
HUL,1.0,0 days 00:02:21.221000,15.0,0 days 01:13:21.891000,,0 days 00:00:22.276000,0 days 00:01:08.947000
HUL,2.0,,12.0,0 days 01:16:11.323000,0 days 00:00:54.941000,0 days 00:00:32.858000,0 days 00:01:21.599000
HUL,3.0,,12.0,0 days 01:18:55.515000,0 days 00:00:51.306000,0 days 00:00:33.479000,0 days 00:01:19.438000
HUL,4.0,,12.0,0 days 01:21:30.571000,0 days 00:00:50.322000,0 days 00:00:32.589000,0 days 00:01:12.226000
HUL,5.0,0 days 00:02:19.058000,12.0,0 days 01:23:49.629000,0 days 00:00:49.793000,0 days 00:00:30.263000,0 days 00:00:59.002000
HUL,6.0,0 days 00:02:21.111000,12.0,0 days 01:26:10.740000,0 days 00:00:42.669000,0 days 00:00:35.545000,0 days 00:01:02.897000
HUL,7.0,0 days 00:02:04.116000,12.0,0 days 01:28:14.856000,0 days 00:00:41.833000,0 days 00:00:30.290000,0 days 00:00:51.993000
HUL,8.0,0 days 00:01:38.959000,12.0,0 days 01:29:53.815000,0 days 00:00:36.183000,0 days 00:00:20.258000,0 days 00:00:42.518000
HUL,9.0,0 days 00:01:36.510000,12.0,0 days 01:31:30.325000,0 days 00:00:34.846000,0 days 00:00:20.162000,0 days 00:00:41.502000
HUL,10.0,0 days 00:01:35.044000,12.0,0 days 01:33:05.369000,0 days 00:00:34.233000,0 days 00:00:19.802000,0 days 00:00:41.009000
HUL,11.0,0 days 00:01:34.990000,12.0,0 days 01:34:40.359000,0 days 00:00:34.126000,0 days 00:00:19.628000,0 days 00:00:41.236000
HUL,12.0,0 days 00:01:34.989000,12.0,0 days 01:36:15.348000,0 days 00:00:34.111000,0 days 00:00:19.638000,0 days 00:00:41.240000
HUL,13.0,0 days 00:01:34.064000,12.0,0 days 01:37:49.412000,0 days 00:00:33.860000,0 days 00:00:19.630000,0 days 00:00:40.574000
HUL,14.0,0 days 00:01:35.018000,13.0,0 days 01:39:24.430000,0 days 00:00:33.672000,0 days 00:00:19.689000,0 days 00:00:41.657000
HUL,15.0,0 days 00:01:33.611000,13.0,0 days 01:40:58.041000,0 days 00:00:33.546000,0 days 00:00:19.562000,0 days 00:00:40.503000
HUL,16.0,0 days 00:01:33.856000,12.0,0 days 01:42:31.897000,0 days 00:00:33.705000,0 days 00:00:19.438000,0 days 00:00:40.713000
HUL,17.0,0 days 00:01:34.817000,13.0,0 days 01:44:06.714000,0 days 00:00:33.248000,0 days 00:00:19.522000,0 days 00:00:42.047000
HUL,18.0,0 days 00:01:33.796000,13.0,0 days 01:45:40.510000,0 days 00:00:33.341000,0 days 00:00:19.377000,0 days 00:00:41.078000
HUL,19.0,0 days 00:01:33.520000,13.0,0 days 01:47:14.030000,0 days 00:00:33.281000,0 days 00:00:19.410000,0 days 00:00:40.829000
HUL,20.0,0 days 00:01:33.867000,13.0,0 days 01:48:47.897000,0 days 00:00:32.992000,0 days 00:00:19.306000,0 days 00:00:41.569000
HUL,21.0,0 days 00:01:33.220000,13.0,0 days 01:50:21.117000,0 days 00:00:33.160000,0 days 00:00:19.336000,0 days 00:00:40.724000
HUL,22.0,0 days 00:01:33.185000,13.0,0 days 01:51:54.302000,0 days 00:00:33.304000,0 days 00:00:19.367000,0 days 00:00:40.514000
HUL,23.0,0 days 00:01:32.765000,13.0,0 days 01:53:27.067000,0 days 00:00:32.799000,0 days 00:00:19.247000,0 days 00:00:40.719000
HUL,24.0,0 days 00:01:32.469000,13.0,0 days 01:54:59.536000,0 days 00:00:32.825000,0 days 00:00:19.345000,0 days 00:00:40.299000
HUL,25.0,0 days 00:01:31.975000,13.0,0 days 01:56:31.511000,0 days 00:00:32.628000,0 days 00:00:19.271000,0 days 00:00:40.076000
HUL,26.0,0 days 00:01:31.810000,13.0,0 days 01:58:03.321000,0 days 00:00:32.653000,0 days 00:00:19.338000,0 days 00:00:39.819000
HUL,27.0,0 days 00:01:31.118000,13.0,0 days 01:59:34.439000,0 days 00:00:32.379000,0 days 00:00:19.173000,0 days 00:00:39.566000
HUL,28.0,0 days 00:01:30.801000,13.0,0 days 02:01:05.240000,0 days 00:00:32.247000,0 days 00:00:19.196000,0 days 00:00:39.358000
HUL,29.0,0 days 00:01:30.378000,13.0,0 days 02:02:35.618000,0 days 00:00:32.112000,0 days 00:00:19.125000,0 days 00:00:39.141000
HUL,30.0,0 days 00:01:30.691000,13.0,0 days 02:04:06.309000,0 days 00:00:32.048000,0 days 00:00:19.285000,0 days 00:00:39.358000
HUL,31.0,0 days 00:01:30.071000,13.0,0 days 02:05:36.380000,0 days 00:00:31.864000,0 days 00:00:19.060000,0 days 00:00:39.147000
HUL,32.0,0 days 00:01:30.109000,13.0,0 days 02:07:06.489000,0 days 00:00:32.056000,0 days 00:00:19.242000,0 days 00:00:38.811000
HUL,33.0,0 days 00:02:05.643000,12.0,0 days 02:09:12.132000,0 days 00:00:31.748000,0 days 00:00:27.040000,0 days 00:01:06.855000
HUL,34.0,0 days 00:02:04.547000,12.0,0 days 02:11:16.679000,0 days 00:00:47.723000,0 days 00:00:29.614000,0 days 00:00:47.210000
HUL,35.0,0 days 00:01:43.738000,12.0,0 days 02:13:00.417000,0 days 00:00:36.092000,0 days 00:00:26.746000,0 days 00:00:40.900000
HUL,36.0,0 days 00:01:39.268000,12.0,0 days 02:14:39.685000,0 days 00:00:32.729000,0 days 00:00:27.808000,0 days 00:00:38.731000
HUL,37.0,0 days 00:02:00.019000,12.0,0 days 02:16:39.704000,0 days 00:00:31.433000,0 days 00:00:28.144000,0 days 00:01:00.442000
HUL,38.0,0 days 00:02:19.971000,12.0,0 days 02:18:59.675000,0 days 00:00:38.060000,0 days 00:00:38.725000,0 days 00:01:03.186000
HUL,39.0,0 days 00:02:11.714000,12.0,0 days 02:21:11.389000,0 days 00:00:38.204000,0 days 00:00:34.474000,0 days 00:00:59.036000
HUL,40.0,0 days 00:02:10.024000,12.0,0 days 02:23:21.413000,0 days 00:00:38.773000,0 days 00:00:35.573000,0 days 00:00:55.678000
HUL,41.0,0 days 00:02:03.528000,12.0,0 days 02:25:24.941000,0 days 00:00:43.382000,0 days 00:00:27.686000,0 days 00:00:52.460000
HUL,42.0,0 days 00:01:27.472000,12.0,0 days 02:26:52.413000,0 days 00:00:31.081000,0 days 00:00:19.257000,0 days 00:00:37.134000
HUL,43.0,0 days 00:01:25.243000,12.0,0 days 02:28:17.656000,0 days 00:00:30.039000,0 days 00:00:18.732000,0 days 00:00:36.472000
HUL,44.0,0 days 00:01:46.696000,12.0,0 days 02:30:04.352000,0 days 00:00:30.497000,0 days 00:00:18.959000,0 days 00:00:57.240000
HUL,45.0,0 days 00:01:37.137000,12.0,0 days 02:31:41.489000,0 days 00:00:37.709000,0 days 00:00:19.258000,0 days 00:00:40.170000
HUL,46.0,0 days 00:01:31.210000,12.0,0 days 02:33:12.699000,0 days 00:00:31.335000,0 days 00:00:19.143000,0 days 00:00:40.732000
HUL,47.0,0 days 00:02:05.179000,7.0,0 days 02:35:17.878000,0 days 00:00:38.914000,0 days 00:00:29.037000,0 days 00:00:57.228000
HUL,48.0,0 days 00:02:00.075000,7.0,0 days 02:37:17.953000,0 days 00:00:41.960000,0 days 00:00:21.517000,0 days 00:00:56.598000
HUL,49.0,0 days 00:02:24.804000,7.0,0 days 02:39:42.757000,0 days 00:00:50.498000,0 days 00:00:32.115000,0 days 00:01:02.191000
HUL,50.0,0 days 00:02:19.444000,7.0,0 days 02:42:02.201000,0 days 00:00:51.223000,0 days 00:00:30.682000,0 days 00:00:57.539000
HUL,51.0,0 days 00:02:12.717000,7.0,0 days 02:44:14.918000,0 days 00:00:46.370000,0 days 00:00:29.224000,0 days 00:00:57.123000
HUL,52.0,0 days 00:01:35.935000,7.0,0 days 02:45:50.853000,0 days 00:00:35.346000,0 days 00:00:19.500000,0 days 00:00:41.089000
HUL,53.0,0 days 00:01:31.815000,7.0,0 days 02:47:22.668000,0 days 00:00:32.726000,0 days 00:00:19.124000,0 days 00:00:39.965000
HUL,54.0,0 days 00:01:30.994000,7.0,0 days 02:48:53.662000,0 days 00:00:32.446000,0 days 00:00:19.070000,0 days 00:00:39.478000
HUL,55.0,0 days 00:01:30.437000,7.0,0 days 02:50:24.099000,0 days 00:00:31.527000,0 days 00:00:18.830000,0 days 00:00:40.080000
HUL,56.0,0 days 00:01:30.360000,7.0,0 days 02:51:54.459000,0 days 00:00:31.692000,0 days 00:00:18.902000,0 days 00:00:39.766000
HUL,57.0,0 days 00:01:30.860000,7.0,0 days 02:53:25.319000,0 days 00:00:31.739000,0 days 00:00:19.048000,0 days 00:00:40.073000
LAW,1.0,0 days 00:02:28.795000,19.0,0 days 01:13:29.452000,,0 days 00:00:30.971000,0 days 00:01:04.122000
LAW,2.0,,16.0,0 days 01:16:18.867000,0 days 00:00:55.833000,0 days 00:00:30.350000,0 days 00:01:23.116000
LAW,3.0,,16.0,0 days 01:19:04.190000,0 days 00:00:50.966000,0 days 00:00:32.077000,0 days 00:01:22.298000
LAW,4.0,,16.0,0 days 01:21:44.420000,0 days 00:00:50.211000,0 days 00:00:29.835000,0 days 00:01:20.347000
LAW,5.0,0 days 00:02:11.293000,16.0,0 days 01:23:55.713000,0 days 00:00:49.874000,0 days 00:00:23.666000,0 days 00:00:57.753000
LAW,6.0,0 days 00:02:21.609000,16.0,0 days 01:26:17.322000,0 days 00:00:41.250000,0 days 00:00:36.661000,0 days 00:01:03.698000
LAW,7.0,0 days 00:02:02.216000,16.0,0 days 01:28:19.538000,0 days 00:00:40.083000,0 days 00:00:30.379000,0 days 00:00:51.754000
LAW,8.0,0 days 00:01:40.582000,16.0,0 days 01:30:00.120000,0 days 00:00:36.302000,0 days 00:00:20.823000,0 days 00:00:43.457000
LAW,9.0,0 days 00:01:38.439000,16.0,0 days 01:31:38.559000,0 days 00:00:35.232000,0 days 00:00:20.720000,0 days 00:00:42.487000
LAW,10.0,0 days 00:01:36.614000,16.0,0 days 01:33:15.173000,0 days 00:00:34.497000,0 days 00:00:20.047000,0 days 00:00:42.070000
LAW,11.0,0 days 00:01:35.174000,16.0,0 days 01:34:50.347000,0 days 00:00:33.498000,0 days 00:00:20.106000,0 days 00:00:41.570000
LAW,12.0,0 days 00:01:34.064000,16.0,0 days 01:36:24.411000,0 days 00:00:33.347000,0 days 00:00:19.571000,0 days 00:00:41.146000
LAW,13.0,0 days 00:01:34.316000,16.0,0 days 01:37:58.727000,0 days 00:00:33.359000,0 days 00:00:19.473000,0 days 00:00:41.484000
LAW,14.0,0 days 00:01:33.617000,16.0,0 days 01:39:32.344000,0 days 00:00:33.356000,0 days 00:00:19.690000,0 days 00:00:40.571000
LAW,15.0,0 days 00:01:33.502000,16.0,0 days 01:41:05.846000,0 days 00:00:33.265000,0 days 00:00:19.495000,0 days 00:00:40.742000
LAW,16.0,0 days 00:01:33.915000,16.0,0 days 01:42:39.761000,0 days 00:00:33.178000,0 days 00:00:19.237000,0 days 00:00:41.500000
LAW,17.0,0 days 00:01:34.575000,16.0,0 days 01:44:14.336000,0 days 00:00:33.857000,0 days 00:00:19.442000,0 days 00:00:41.276000
LAW,18.0,0 days 00:01:35.002000,16.0,0 days 01:45:49.338000,0 days 00:00:33.297000,0 days 00:00:19.167000,0 days 00:00:42.538000
LAW,19.0,0 days 00:01:34.695000,15.0,0 days 01:47:24.033000,0 days 00:00:33.159000,0 days 00:00:19.007000,0 days 00:00:42.529000
LAW,20.0,0 days 00:01:33.497000,15.0,0 days 01:48:57.530000,0 days 00:00:33.285000,0 days 00:00:19.399000,0 days 00:00:40.813000
LAW,21.0,0 days 00:01:32.883000,15.0,0 days 01:50:30.413000,0 days 00:00:32.994000,0 days 00:00:19.257000,0 days 00:00:40.632000
LAW,22.0,0 days 00:01:32.080000,15.0,0 days 01:52:02.493000,0 days 00:00:32.584000,0 days 00:00:19.345000,0 days 00:00:40.151000
LAW,23.0,0 days 00:01:32.622000,15.0,0 days 01:53:35.115000,0 days 00:00:32.984000,0 days 00:00:19.307000,0 days 00:00:40.331000
LAW,24.0,0 days 00:01:32.155000,15.0,0 days 01:55:07.270000,0 days 00:00:32.524000,0 days 00:00:19.394000,0 days 00:00:40.237000
LAW,25.0,0 days 00:01:31.959000,15.0,0 days 01:56:39.229000,0 days 00:00:32.698000,0 days 00:00:19.163000,0 days 00:00:40.098000
LAW,26.0,0 days 00:01:31.129000,15.0,0 days 01:58:10.358000,0 days 00:00:32.146000,0 days 00:00:19.066000,0 days 00:00:39.917000
LAW,27.0,0 days 00:01:31.094000,15.0,0 days 01:59:41.452000,0 days 00:00:32.249000,0 days 00:00:19.096000,0 days 00:00:39.749000
LAW,28.0,0 days 00:01:31.084000,15.0,0 days 02:01:12.536000,0 days 00:00:31.836000,0 days 00:00:19.568000,0 days 00:00:39.680000
LAW,29.0,0 days 00:01:30.803000,15.0,0 days 02:02:43.339000,0 days 00:00:32.139000,0 days 00:00:19.191000,0 days 00:00:39.473000
LAW,30.0,0 days 00:01:31.312000,15.0,0 days 02:04:14.651000,0 days 00:00:32.176000,0 days 00:00:19.287000,0 days 00:00:39.849000
LAW,31.0,0 days 00:01:31.649000,15.0,0 days 02:05:46.300000,0 days 00:00:32.217000,0 days 00:00:19.208000,0 days 00:00:40.224000
LAW,32.0,0 days 00:01:33.760000,15.0,0 days 02:07:20.060000,0 days 00:00:33.259000,0 days 00:00:20.172000,0 days 00:00:40.329000
LAW,33.0,0 days 00:02:08.342000,15.0,0 days 02:09:28.402000,0 days 00:00:33.470000,0 days 00:00:30.518000,0 days 00:01:04.354000
LAW,34.0,0 days 00:02:04.275000,16.0,0 days 02:11:32.677000,0 days 00:00:46.181000,0 days 00:00:29.653000,0 days 00:00:48.441000
LAW,35.0,0 days 00:02:08.710000,16.0,0 days 02:13:41.387000,0 days 00:00:40.793000,0 days 00:00:33.852000,0 days 00:00:54.065000
LAW,36.0,,16.0,0 days 02:16:23.219000,0 days 00:00:46.136000,0 days 00:00:40.897000,0 days 00:01:14.778000
LAW,37.0,0 days 00:02:17.760000,16.0,0 days 02:18:40.979000,0 days 00:00:40.914000,0 days 00:00:42.012000,0 days 00:00:54.834000
LAW,38.0,0 days 00:02:13.353000,16.0,0 days 02:20:54.332000,0 days 00:00:43.569000,0 days 00:00:34.894000,0 days 00:00:54.890000
LAW,39.0,0 days 00:01:48.534000,14.0,0 days 02:22:42.866000,0 days 00:00:42.936000,0 days 00:00:25.015000,0 days 00:00:40.583000
LAW,40.0,0 days 00:01:31.050000,14.0,0 days 02:24:13.916000,0 days 00:00:31.869000,0 days 00:00:21.143000,0 days 00:00:38.038000
LAW,41.0,0 days 00:01:26.446000,14.0,0 days 02:25:40.362000,0 days 00:00:30.467000,0 days 00:00:19.372000,0 days 00:00:36.607000
LAW,42.0,0 days 00:01:24.098000,14.0,0 days 02:27:04.460000,0 days 00:00:29.498000,0 days 00:00:18.790000,0 days 00:00:35.810000
LAW,43.0,0 days 00:01:22.970000,14.0,0 days 02:28:27.430000,0 days 00:00:28.841000,0 days 00:00:18.234000,0 days 00:00:35.895000
LAW,44.0,0 days 00:01:26.332000,7.0,0 days 02:29:53.762000,0 days 00:00:28.698000,0 days 00:00:18.777000,0 days 00:00:38.857000
LAW,45.0,0 days 00:01:37.844000,7.0,0 days 02:31:31.606000,0 days 00:00:31.402000,0 days 00:00:18.773000,0 days 00:00:47.669000
LAW,46.0,0 days 00:01:39.457000,9.0,0 days 02:33:11.063000,0 days 00:00:32.773000,0 days 00:00:19.003000,0 days 00:00:47.681000
LAW,47.0,,,0 days 02:33:21.585000,,,
OCO,1.0,0 days 00:02:25.769000,18.0,0 days 01:13:26.359000,,0 days 00:00:26.460000,0 days 00:01:07.938000
OCO,2.0,,15.0,0 days 01:16:16.308000,0 days 00:00:55.831000,0 days 00:00:31.695000,0 days 00:01:22.393000
OCO,3.0,,15.0,0 days 01:19:01.413000,0 days 00:00:51.532000,0 days 00:00:32.008000,0 days 00:01:21.531000
OCO,4.0,,15.0,0 days 01:21:43.543000,0 days 00:00:50.497000,0 days 00:00:30.586000,0 days 00:01:21.109000
OCO,5.0,0 days 00:02:10.528000,15.0,0 days 01:23:54.071000,0 days 00:00:48.221000,0 days 00:00:25.144000,0 days 00:00:57.163000
OCO,6.0,0 days 00:02:20.986000,15.0,0 days 01:26:15.057000,0 days 00:00:41.743000,0 days 00:00:35.534000,0 days 00:01:03.709000
OCO,7.0,0 days 00:02:03.018000,15.0,0 days 01:28:18.075000,0 days 00:00:40.716000,0 days 00:00:30.837000,0 days 00:00:51.465000
OCO,8.0,0 days 00:01:40.522000,15.0,0 days 01:29:58.597000,0 days 00:00:36.515000,0 days 00:00:20.724000,0 days 00:00:43.283000
OCO,9.0,0 days 00:01:38.049000,15.0,0 days 01:31:36.646000,0 days 00:00:35.372000,0 days 00:00:20.303000,0 days 00:00:42.374000
OCO,10.0,0 days 00:01:36.474000,15.0,0 days 01:33:13.120000,0 days 00:00:34.541000,0 days 00:00:20.181000,0 days 00:00:41.752000
OCO,11.0,0 days 00:01:35.696000,15.0,0 days 01:34:48.816000,0 days 00:00:34.533000,0 days 00:00:19.996000,0 days 00:00:41.167000
OCO,12.0,0 days 00:01:34.577000,15.0,0 days 01:36:23.393000,0 days 00:00:34.184000,0 days 00:00:19.885000,0 days 00:00:40.508000
OCO,13.0,0 days 00:01:33.936000,15.0,0 days 01:37:57.329000,0 days 00:00:33.814000,0 days 00:00:19.760000,0 days 00:00:40.362000
OCO,14.0,0 days 00:01:33.526000,15.0,0 days 01:39:30.855000,0 days 00:00:33.676000,0 days 00:00:19.492000,0 days 00:00:40.358000
OCO,15.0,0 days 00:01:33.703000,15.0,0 days 01:41:04.558000,0 days 00:00:33.827000,0 days 00:00:19.464000,0 days 00:00:40.412000
OCO,16.0,0 days 00:01:33.951000,15.0,0 days 01:42:38.509000,0 days 00:00:33.729000,0 days 00:00:19.438000,0 days 00:00:40.784000
